Local Date/Time	Relative Time	solvent-a:composition [%]
06/15/2022 13:28:51	00:05:50.558	0.000
06/15/2022 13:28:52	00:05:51.558	0.000
06/15/2022 13:28:53	00:05:52.571	0.000
06/15/2022 13:28:54	00:05:53.573	0.000
06/15/2022 13:28:55	00:05:54.573	0.000
06/15/2022 13:28:56	00:05:55.573	0.000
06/15/2022 13:28:57	00:05:56.589	0.000
06/15/2022 13:28:58	00:05:57.592	0.000
06/15/2022 13:28:59	00:05:58.591	0.000
06/15/2022 13:29:00	00:05:59.591	0.000
06/15/2022 13:29:01	00:06:00.604	0.000
06/15/2022 13:29:02	00:06:01.603	0.000
06/15/2022 13:29:03	00:06:02.620	0.000
06/15/2022 13:29:04	00:06:03.621	0.000
06/15/2022 13:29:05	00:06:04.620	0.000
06/15/2022 13:29:06	00:06:05.635	0.000
06/15/2022 13:29:07	00:06:06.634	0.000
06/15/2022 13:29:08	00:06:07.635	0.000
06/15/2022 13:29:09	00:06:08.637	0.000
06/15/2022 13:29:10	00:06:09.650	0.000
06/15/2022 13:29:11	00:06:10.665	0.000
06/15/2022 13:29:12	00:06:11.665	0.000
06/15/2022 13:29:13	00:06:12.666	0.000
06/15/2022 13:29:14	00:06:13.666	0.000
06/15/2022 13:29:15	00:06:14.667	0.000
06/15/2022 13:29:16	00:06:15.670	0.000
06/15/2022 13:29:17	00:06:16.668	0.000
06/15/2022 13:29:18	00:06:17.680	0.000
06/15/2022 13:29:19	00:06:18.681	0.000
06/15/2022 13:29:20	00:06:19.682	0.000
06/15/2022 13:29:21	00:06:20.683	0.000
06/15/2022 13:29:22	00:06:21.696	0.000
06/15/2022 13:29:23	00:06:22.696	0.000
06/15/2022 13:29:24	00:06:23.697	0.000
06/15/2022 13:29:25	00:06:24.696	0.000
06/15/2022 13:29:26	00:06:25.698	0.000
06/15/2022 13:29:27	00:06:26.697	0.000
06/15/2022 13:29:28	00:06:27.711	0.000
06/15/2022 13:29:29	00:06:28.712	0.000
06/15/2022 13:29:30	00:06:29.712	0.000
06/15/2022 13:29:31	00:06:30.713	0.000
06/15/2022 13:29:32	00:06:31.712	0.000
06/15/2022 13:29:33	00:06:32.713	0.000
06/15/2022 13:29:34	00:06:33.714	0.000
06/15/2022 13:29:35	00:06:34.728	0.000
06/15/2022 13:29:36	00:06:35.728	0.000
06/15/2022 13:29:37	00:06:36.728	0.000
06/15/2022 13:29:38	00:06:37.730	0.000
06/15/2022 13:29:39	00:06:38.745	0.000
06/15/2022 13:29:40	00:06:39.746	0.000
06/15/2022 13:29:41	00:06:40.748	0.000
06/15/2022 13:29:42	00:06:41.749	0.000
06/15/2022 13:29:43	00:06:42.760	0.000
06/15/2022 13:29:44	00:06:43.761	0.000
06/15/2022 13:29:45	00:06:44.762	0.000
06/15/2022 13:29:46	00:06:45.763	0.000
06/15/2022 13:29:47	00:06:46.763	0.000
06/15/2022 13:29:48	00:06:47.773	0.000
06/15/2022 13:29:49	00:06:48.775	0.000
06/15/2022 13:29:50	00:06:49.775	0.000
06/15/2022 13:29:51	00:06:50.790	0.000
06/15/2022 13:29:52	00:06:51.791	0.000
06/15/2022 13:29:53	00:06:52.791	0.000
06/15/2022 13:29:54	00:06:53.791	0.000
06/15/2022 13:29:55	00:06:54.792	0.000
06/15/2022 13:29:56	00:06:55.794	0.000
06/15/2022 13:29:57	00:06:56.806	0.000
06/15/2022 13:29:58	00:06:57.806	0.000
06/15/2022 13:29:59	00:06:58.806	0.000
06/15/2022 13:30:00	00:06:59.808	0.000
06/15/2022 13:30:01	00:07:00.820	0.000
06/15/2022 13:30:02	00:07:01.822	0.000
06/15/2022 13:30:03	00:07:02.832	0.000
06/15/2022 13:30:04	00:07:03.823	0.000
06/15/2022 13:30:05	00:07:04.824	0.000
06/15/2022 13:30:06	00:07:05.836	0.000
06/15/2022 13:30:07	00:07:06.837	0.000
06/15/2022 13:30:08	00:07:07.838	0.000
06/15/2022 13:30:09	00:07:08.838	0.000
06/15/2022 13:30:10	00:07:09.841	0.000
06/15/2022 13:30:11	00:07:10.853	0.000
06/15/2022 13:30:12	00:07:11.854	0.000
06/15/2022 13:30:13	00:07:12.854	0.000
06/15/2022 13:30:14	00:07:13.856	0.000
06/15/2022 13:30:15	00:07:14.867	0.000
06/15/2022 13:30:16	00:07:15.869	0.000
06/15/2022 13:30:17	00:07:16.870	0.000
06/15/2022 13:30:18	00:07:17.886	0.000
06/15/2022 13:30:19	00:07:18.885	0.000
06/15/2022 13:30:20	00:07:19.900	0.000
06/15/2022 13:30:21	00:07:20.902	0.000
06/15/2022 13:30:22	00:07:21.902	0.000
06/15/2022 13:30:24	00:07:22.917	0.000
06/15/2022 13:30:25	00:07:23.916	0.000
06/15/2022 13:30:26	00:07:24.917	0.000
06/15/2022 13:30:27	00:07:25.919	0.000
06/15/2022 13:30:28	00:07:26.930	0.000
06/15/2022 13:30:29	00:07:26.930	0.000
06/15/2022 13:30:29	00:07:27.575	50.000
06/15/2022 13:30:29	00:07:27.599	50.000
06/15/2022 13:30:29	00:07:27.613	50.000
06/15/2022 13:30:29	00:07:27.614	50.000
06/15/2022 13:30:29	00:07:27.631	50.000
06/15/2022 13:30:29	00:07:27.653	50.000
06/15/2022 13:30:29	00:07:27.655	50.000
06/15/2022 13:30:29	00:07:27.673	50.000
06/15/2022 13:30:29	00:07:27.693	50.000
06/15/2022 13:30:29	00:07:27.717	50.000
06/15/2022 13:30:29	00:07:27.741	50.000
06/15/2022 13:30:29	00:07:27.767	50.000
06/15/2022 13:30:29	00:07:27.795	50.000
06/15/2022 13:30:29	00:07:27.825	50.000
06/15/2022 13:30:29	00:07:27.859	50.000
06/15/2022 13:30:29	00:07:27.893	50.000
06/15/2022 13:30:29	00:07:27.930	50.000
06/15/2022 13:30:30	00:07:27.968	50.000
06/15/2022 13:30:30	00:07:28.008	50.000
06/15/2022 13:30:30	00:07:28.050	50.000
06/15/2022 13:30:30	00:07:28.094	50.000
06/15/2022 13:30:30	00:07:28.120	50.000
06/15/2022 13:30:30	00:07:28.140	50.000
06/15/2022 13:30:30	00:07:28.152	50.000
06/15/2022 13:30:30	00:07:28.166	50.000
06/15/2022 13:30:30	00:07:28.182	50.000
06/15/2022 13:30:30	00:07:28.200	50.108
06/15/2022 13:30:30	00:07:28.220	50.108
06/15/2022 13:30:30	00:07:28.242	50.108
06/15/2022 13:30:30	00:07:28.266	50.108
06/15/2022 13:30:30	00:07:28.292	50.294
06/15/2022 13:30:30	00:07:28.320	50.294
06/15/2022 13:30:30	00:07:28.350	50.294
06/15/2022 13:30:30	00:07:28.382	50.294
06/15/2022 13:30:30	00:07:28.416	50.398
06/15/2022 13:30:30	00:07:28.452	50.398
06/15/2022 13:30:30	00:07:28.490	50.398
06/15/2022 13:30:30	00:07:28.530	50.589
06/15/2022 13:30:30	00:07:28.571	50.589
06/15/2022 13:30:30	00:07:28.616	50.695
06/15/2022 13:30:30	00:07:28.662	50.695
06/15/2022 13:30:30	00:07:28.663	50.695
06/15/2022 13:30:30	00:07:28.712	50.889
06/15/2022 13:30:30	00:07:28.763	50.889
06/15/2022 13:30:30	00:07:28.764	50.889
06/15/2022 13:30:30	00:07:28.817	50.865
06/15/2022 13:30:30	00:07:28.818	50.984
06/15/2022 13:30:30	00:07:28.871	50.984
06/15/2022 13:30:30	00:07:28.927	51.009
06/15/2022 13:30:30	00:07:28.928	51.178
06/15/2022 13:30:31	00:07:28.985	51.178
06/15/2022 13:30:31	00:07:29.045	51.271
06/15/2022 13:30:31	00:07:29.107	51.468
06/15/2022 13:30:31	00:07:29.171	51.468
06/15/2022 13:30:31	00:07:29.239	51.671
06/15/2022 13:30:31	00:07:29.307	51.684
06/15/2022 13:30:31	00:07:29.308	51.955
06/15/2022 13:30:31	00:07:29.380	51.955
06/15/2022 13:30:31	00:07:29.452	52.257
06/15/2022 13:30:31	00:07:29.526	52.447
06/15/2022 13:30:31	00:07:29.602	52.741
06/15/2022 13:30:31	00:07:29.681	52.741
06/15/2022 13:30:31	00:07:29.682	52.741
06/15/2022 13:30:31	00:07:29.762	53.033
06/15/2022 13:30:31	00:07:29.844	53.230
06/15/2022 13:30:31	00:07:29.928	53.523
06/15/2022 13:30:32	00:07:30.013	53.530
06/15/2022 13:30:32	00:07:30.014	53.813
06/15/2022 13:30:32	00:07:30.101	54.112
06/15/2022 13:30:32	00:07:30.191	54.117
06/15/2022 13:30:32	00:07:30.192	54.497
06/15/2022 13:30:32	00:07:30.283	54.497
06/15/2022 13:30:32	00:07:30.284	54.497
06/15/2022 13:30:32	00:07:30.377	54.504
06/15/2022 13:30:32	00:07:30.378	54.890
06/15/2022 13:30:32	00:07:30.475	54.890
06/15/2022 13:30:32	00:07:30.480	55.275
06/15/2022 13:30:32	00:07:30.579	55.275
06/15/2022 13:30:32	00:07:30.580	55.666
06/15/2022 13:30:32	00:07:30.681	56.065
06/15/2022 13:30:32	00:07:30.784	56.450
06/15/2022 13:30:32	00:07:30.886	56.846
06/15/2022 13:30:33	00:07:30.988	57.230
