Local Date/Time	Relative Time	valve-b:angle [degrees]
06/15/2022 13:23:03	00:00:02.098	240.000
06/15/2022 13:23:03	00:00:02.107	240.000
06/15/2022 13:23:03	00:00:02.117	240.000
06/15/2022 13:23:03	00:00:02.129	240.000
06/15/2022 13:23:03	00:00:02.142	240.000
06/15/2022 13:23:03	00:00:02.158	240.000
06/15/2022 13:23:03	00:00:02.176	240.000
06/15/2022 13:23:03	00:00:02.198	240.000
06/15/2022 13:23:03	00:00:02.220	240.000
06/15/2022 13:23:03	00:00:02.244	240.000
06/15/2022 13:23:03	00:00:02.270	240.000
06/15/2022 13:23:03	00:00:02.298	240.000
06/15/2022 13:23:03	00:00:02.328	240.000
06/15/2022 13:23:03	00:00:02.356	240.000
06/15/2022 13:23:03	00:00:02.374	240.000
06/15/2022 13:23:03	00:00:02.400	240.000
06/15/2022 13:23:03	00:00:02.416	240.000
06/15/2022 13:23:03	00:00:02.434	240.000
06/15/2022 13:23:03	00:00:02.454	240.000
06/15/2022 13:23:03	00:00:02.476	240.000
06/15/2022 13:23:03	00:00:02.500	240.000
06/15/2022 13:23:03	00:00:02.526	240.000
06/15/2022 13:23:03	00:00:02.584	240.000
06/15/2022 13:23:03	00:00:02.616	240.000
06/15/2022 13:23:04	00:00:02.650	240.000
06/15/2022 13:23:04	00:00:02.686	240.000
06/15/2022 13:23:04	00:00:02.724	240.000
06/15/2022 13:23:04	00:00:02.764	240.000
06/15/2022 13:23:04	00:00:02.806	240.000
06/15/2022 13:23:04	00:00:02.851	240.000
06/15/2022 13:23:04	00:00:02.897	240.000
06/15/2022 13:23:04	00:00:02.945	240.000
06/15/2022 13:23:04	00:00:02.959	180.000
06/15/2022 13:23:04	00:00:02.979	180.000
06/15/2022 13:23:04	00:00:02.991	180.000
06/15/2022 13:23:04	00:00:03.005	180.000
06/15/2022 13:23:04	00:00:03.021	180.000
06/15/2022 13:23:04	00:00:03.041	180.000
06/15/2022 13:23:04	00:00:03.068	180.000
06/15/2022 13:23:04	00:00:03.091	180.000
06/15/2022 13:23:04	00:00:03.115	180.000
06/15/2022 13:23:04	00:00:03.141	180.000
06/15/2022 13:23:04	00:00:03.169	180.000
06/15/2022 13:23:04	00:00:03.199	180.000
06/15/2022 13:23:04	00:00:03.231	180.000
06/15/2022 13:23:04	00:00:03.265	180.000
06/15/2022 13:23:04	00:00:03.301	180.000
06/15/2022 13:23:04	00:00:03.339	180.000
06/15/2022 13:23:04	00:00:03.367	180.000
06/15/2022 13:23:04	00:00:03.379	180.000
06/15/2022 13:23:04	00:00:03.391	180.000
06/15/2022 13:23:04	00:00:03.407	180.000
06/15/2022 13:23:04	00:00:03.423	180.000
06/15/2022 13:23:04	00:00:03.441	180.000
06/15/2022 13:23:04	00:00:03.461	180.000
06/15/2022 13:23:04	00:00:03.485	180.000
06/15/2022 13:23:04	00:00:03.511	180.000
06/15/2022 13:23:04	00:00:03.537	180.000
06/15/2022 13:23:04	00:00:03.565	180.000
06/15/2022 13:23:04	00:00:03.594	180.000
06/15/2022 13:23:04	00:00:03.627	180.000
06/15/2022 13:23:05	00:00:03.646	180.000
06/15/2022 13:23:05	00:00:03.658	180.000
06/15/2022 13:23:05	00:00:03.670	180.000
06/15/2022 13:23:05	00:00:03.700	180.000
06/15/2022 13:23:05	00:00:03.718	180.000
06/15/2022 13:23:05	00:00:03.738	180.000
06/15/2022 13:23:05	00:00:03.760	180.000
06/15/2022 13:23:05	00:00:03.785	180.000
06/15/2022 13:23:05	00:00:03.810	180.000
06/15/2022 13:23:05	00:00:03.839	180.000
06/15/2022 13:23:05	00:00:03.868	180.000
06/15/2022 13:23:05	00:00:03.900	180.000
06/15/2022 13:23:05	00:00:03.934	180.000
06/15/2022 13:23:05	00:00:03.970	180.000
06/15/2022 13:23:05	00:00:04.008	180.000
06/15/2022 13:23:05	00:00:04.048	180.000
06/15/2022 13:23:05	00:00:04.090	180.000
06/15/2022 13:23:05	00:00:04.134	180.000
06/15/2022 13:23:05	00:00:04.180	180.000
06/15/2022 13:23:05	00:00:04.229	180.000
06/15/2022 13:23:05	00:00:04.281	180.000
06/15/2022 13:23:05	00:00:04.335	180.000
06/15/2022 13:23:05	00:00:04.389	180.000
06/15/2022 13:23:05	00:00:04.445	180.000
06/15/2022 13:23:05	00:00:04.503	180.000
06/15/2022 13:23:05	00:00:04.563	180.000
06/15/2022 13:23:05	00:00:04.625	180.000
06/15/2022 13:23:06	00:00:04.689	180.000
06/15/2022 13:23:06	00:00:04.755	180.000
06/15/2022 13:23:06	00:00:04.823	180.000
06/15/2022 13:23:06	00:00:04.893	180.000
06/15/2022 13:23:06	00:00:04.965	180.000
06/15/2022 13:23:06	00:00:05.039	180.000
06/15/2022 13:23:06	00:00:05.115	180.000
06/15/2022 13:23:06	00:00:05.192	180.000
06/15/2022 13:23:06	00:00:05.272	180.000
06/15/2022 13:23:06	00:00:05.354	180.000
06/15/2022 13:23:06	00:00:05.438	180.000
06/15/2022 13:23:06	00:00:05.524	180.000
06/15/2022 13:23:06	00:00:05.612	180.000
06/15/2022 13:23:07	00:00:05.703	180.000
06/15/2022 13:23:07	00:00:05.795	180.000
06/15/2022 13:23:07	00:00:05.889	180.000
06/15/2022 13:23:07	00:00:05.985	180.000
06/15/2022 13:23:07	00:00:06.083	180.000
06/15/2022 13:23:07	00:00:06.183	180.000
06/15/2022 13:23:07	00:00:06.285	180.000
06/15/2022 13:23:07	00:00:06.387	180.000
06/15/2022 13:23:07	00:00:06.488	180.000
06/15/2022 13:23:07	00:00:06.589	180.000
06/15/2022 13:23:08	00:00:06.690	180.000
06/15/2022 13:23:08	00:00:06.790	180.000
06/15/2022 13:23:08	00:00:06.890	180.000
06/15/2022 13:23:08	00:00:06.990	180.000
06/15/2022 13:23:08	00:00:07.091	180.000
06/15/2022 13:23:08	00:00:07.193	180.000
06/15/2022 13:23:08	00:00:07.295	180.000
06/15/2022 13:23:08	00:00:07.397	180.000
06/15/2022 13:23:08	00:00:07.499	180.000
06/15/2022 13:23:08	00:00:07.601	180.000
06/15/2022 13:23:09	00:00:07.703	180.000
06/15/2022 13:23:09	00:00:07.805	180.000
06/15/2022 13:23:09	00:00:07.907	180.000
06/15/2022 13:23:09	00:00:08.009	180.000
06/15/2022 13:23:09	00:00:08.110	180.000
06/15/2022 13:23:09	00:00:08.210	180.000
06/15/2022 13:23:09	00:00:08.310	180.000
06/15/2022 13:23:09	00:00:08.410	180.000
06/15/2022 13:23:09	00:00:08.513	180.000
06/15/2022 13:23:09	00:00:08.615	180.000
06/15/2022 13:23:10	00:00:08.717	180.000
06/15/2022 13:23:10	00:00:08.819	180.000
06/15/2022 13:23:10	00:00:08.921	180.000
06/15/2022 13:23:10	00:00:09.023	180.000
06/15/2022 13:23:10	00:00:09.125	180.000
06/15/2022 13:23:10	00:00:09.226	180.000
06/15/2022 13:23:10	00:00:09.329	180.000
06/15/2022 13:23:10	00:00:09.430	180.000
06/15/2022 13:23:10	00:00:09.532	180.000
06/15/2022 13:23:10	00:00:09.632	180.000
06/15/2022 13:23:11	00:00:09.732	180.000
06/15/2022 13:23:11	00:00:09.834	180.000
06/15/2022 13:23:11	00:00:09.937	180.000
06/15/2022 13:23:11	00:00:10.039	180.000
06/15/2022 13:23:11	00:00:10.141	180.000
06/15/2022 13:23:11	00:00:10.243	180.000
06/15/2022 13:23:11	00:00:10.345	180.000
06/15/2022 13:23:11	00:00:10.447	180.000
06/15/2022 13:23:11	00:00:10.549	180.000
06/15/2022 13:23:11	00:00:10.651	180.000
06/15/2022 13:23:12	00:00:10.752	180.000
06/15/2022 13:23:12	00:00:10.852	180.000
06/15/2022 13:23:12	00:00:10.952	180.000
06/15/2022 13:23:12	00:00:11.052	180.000
06/15/2022 13:23:12	00:00:11.152	180.000
06/15/2022 13:23:12	00:00:11.254	180.000
06/15/2022 13:23:12	00:00:11.357	180.000
06/15/2022 13:23:12	00:00:11.459	180.000
06/15/2022 13:23:12	00:00:11.561	180.000
06/15/2022 13:23:12	00:00:11.663	180.000
06/15/2022 13:23:13	00:00:11.765	180.000
06/15/2022 13:23:13	00:00:11.867	180.000
06/15/2022 13:23:13	00:00:11.969	180.000
06/15/2022 13:23:13	00:00:12.071	180.000
06/15/2022 13:23:13	00:00:12.173	180.000
06/15/2022 13:23:13	00:00:12.274	180.000
06/15/2022 13:23:13	00:00:12.376	180.000
06/15/2022 13:23:13	00:00:12.476	180.000
06/15/2022 13:23:13	00:00:12.576	180.000
06/15/2022 13:23:13	00:00:12.678	180.000
06/15/2022 13:23:14	00:00:12.781	180.000
06/15/2022 13:23:14	00:00:12.883	180.000
06/15/2022 13:23:14	00:00:12.985	180.000
06/15/2022 13:23:14	00:00:13.087	180.000
06/15/2022 13:23:14	00:00:13.189	180.000
06/15/2022 13:23:14	00:00:13.291	180.000
06/15/2022 13:23:14	00:00:13.392	180.000
06/15/2022 13:23:14	00:00:13.495	180.000
06/15/2022 13:23:14	00:00:13.596	180.000
06/15/2022 13:23:15	00:00:13.696	180.000
06/15/2022 13:23:15	00:00:13.796	180.000
06/15/2022 13:23:15	00:00:13.896	180.000
06/15/2022 13:23:15	00:00:13.998	180.000
06/15/2022 13:23:15	00:00:14.101	180.000
06/15/2022 13:23:15	00:00:14.203	180.000
06/15/2022 13:23:15	00:00:14.305	180.000
06/15/2022 13:23:15	00:00:14.407	180.000
06/15/2022 13:23:15	00:00:14.509	180.000
06/15/2022 13:23:15	00:00:14.611	180.000
06/15/2022 13:23:16	00:00:14.712	180.000
06/15/2022 13:23:16	00:00:14.814	180.000
06/15/2022 13:23:16	00:00:14.914	180.000
06/15/2022 13:23:16	00:00:15.014	180.000
06/15/2022 13:23:16	00:00:15.114	180.000
06/15/2022 13:23:16	00:00:15.214	180.000
06/15/2022 13:23:16	00:00:15.314	180.000
06/15/2022 13:23:16	00:00:15.416	180.000
06/15/2022 13:23:16	00:00:15.519	180.000
06/15/2022 13:23:16	00:00:15.621	180.000
06/15/2022 13:23:17	00:00:15.723	180.000
06/15/2022 13:23:17	00:00:15.825	180.000
06/15/2022 13:23:17	00:00:15.927	180.000
06/15/2022 13:23:17	00:00:16.029	180.000
06/15/2022 13:23:17	00:00:16.131	180.000
06/15/2022 13:23:17	00:00:16.232	180.000
06/15/2022 13:23:17	00:00:16.332	180.000
06/15/2022 13:23:17	00:00:16.432	180.000
06/15/2022 13:23:17	00:00:16.532	180.000
06/15/2022 13:23:17	00:00:16.632	180.000
06/15/2022 13:23:18	00:00:16.734	180.000
06/15/2022 13:23:18	00:00:16.834	180.000
06/15/2022 13:23:18	00:00:16.937	180.000
06/15/2022 13:23:18	00:00:17.039	180.000
06/15/2022 13:23:18	00:00:17.141	180.000
06/15/2022 13:23:18	00:00:17.243	180.000
06/15/2022 13:23:18	00:00:17.345	180.000
06/15/2022 13:23:18	00:00:17.447	180.000
06/15/2022 13:23:18	00:00:17.549	180.000
06/15/2022 13:23:18	00:00:17.650	180.000
06/15/2022 13:23:19	00:00:17.752	180.000
06/15/2022 13:23:19	00:00:17.852	180.000
06/15/2022 13:23:19	00:00:17.952	180.000
06/15/2022 13:23:19	00:00:18.054	180.000
06/15/2022 13:23:19	00:00:18.156	180.000
06/15/2022 13:23:19	00:00:18.258	180.000
06/15/2022 13:23:19	00:00:18.361	180.000
06/15/2022 13:23:19	00:00:18.463	180.000
06/15/2022 13:23:19	00:00:18.565	180.000
06/15/2022 13:23:19	00:00:18.667	180.000
06/15/2022 13:23:20	00:00:18.769	180.000
06/15/2022 13:23:20	00:00:18.871	180.000
06/15/2022 13:23:20	00:00:18.973	180.000
06/15/2022 13:23:20	00:00:19.074	180.000
06/15/2022 13:23:20	00:00:19.176	180.000
06/15/2022 13:23:20	00:00:19.276	180.000
06/15/2022 13:23:20	00:00:19.376	180.000
06/15/2022 13:23:20	00:00:19.476	180.000
06/15/2022 13:23:20	00:00:19.578	180.000
06/15/2022 13:23:20	00:00:19.680	180.000
06/15/2022 13:23:21	00:00:19.783	180.000
06/15/2022 13:23:21	00:00:19.885	180.000
06/15/2022 13:23:21	00:00:19.987	180.000
06/15/2022 13:23:21	00:00:20.089	180.000
06/15/2022 13:23:21	00:00:20.191	180.000
06/15/2022 13:23:21	00:00:20.293	180.000
06/15/2022 13:23:21	00:00:20.394	180.000
06/15/2022 13:23:21	00:00:20.496	180.000
06/15/2022 13:23:21	00:00:20.596	180.000
06/15/2022 13:23:21	00:00:20.696	180.000
06/15/2022 13:23:22	00:00:20.796	180.000
06/15/2022 13:23:22	00:00:20.898	180.000
06/15/2022 13:23:22	00:00:21.000	180.000
06/15/2022 13:23:22	00:00:21.102	180.000
06/15/2022 13:23:22	00:00:21.205	180.000
06/15/2022 13:23:22	00:00:21.307	180.000
06/15/2022 13:23:22	00:00:21.409	180.000
06/15/2022 13:23:22	00:00:21.511	180.000
06/15/2022 13:23:22	00:00:21.615	180.000
06/15/2022 13:23:22	00:00:21.717	180.000
06/15/2022 13:23:23	00:00:21.818	180.000
06/15/2022 13:23:23	00:00:21.920	180.000
06/15/2022 13:23:23	00:00:22.020	180.000
06/15/2022 13:23:23	00:00:22.122	180.000
06/15/2022 13:23:23	00:00:22.222	180.000
06/15/2022 13:23:23	00:00:22.322	180.000
06/15/2022 13:23:23	00:00:22.424	180.000
06/15/2022 13:23:23	00:00:22.527	180.000
06/15/2022 13:23:23	00:00:22.629	180.000
06/15/2022 13:23:23	00:00:22.731	180.000
06/15/2022 13:23:24	00:00:22.833	180.000
06/15/2022 13:23:24	00:00:22.935	180.000
06/15/2022 13:23:24	00:00:23.037	180.000
06/15/2022 13:23:24	00:00:23.138	180.000
06/15/2022 13:23:24	00:00:23.238	180.000
06/15/2022 13:23:24	00:00:23.340	180.000
06/15/2022 13:23:24	00:00:23.440	180.000
06/15/2022 13:23:24	00:00:23.540	180.000
06/15/2022 13:23:24	00:00:23.640	180.000
06/15/2022 13:23:24	00:00:23.742	180.000
06/15/2022 13:23:25	00:00:23.844	180.000
06/15/2022 13:23:25	00:00:23.946	180.000
06/15/2022 13:23:25	00:00:24.049	180.000
06/15/2022 13:23:25	00:00:24.151	180.000
06/15/2022 13:23:25	00:00:24.253	180.000
06/15/2022 13:23:25	00:00:24.355	180.000
06/15/2022 13:23:25	00:00:24.456	180.000
06/15/2022 13:23:25	00:00:24.558	180.000
06/15/2022 13:23:25	00:00:24.658	180.000
06/15/2022 13:23:25	00:00:24.758	180.000
06/15/2022 13:23:26	00:00:24.858	180.000
06/15/2022 13:23:26	00:00:24.958	180.000
06/15/2022 13:23:26	00:00:25.060	180.000
06/15/2022 13:23:26	00:00:25.162	180.000
06/15/2022 13:23:26	00:00:25.264	180.000
06/15/2022 13:23:26	00:00:25.366	180.000
06/15/2022 13:23:26	00:00:25.469	180.000
06/15/2022 13:23:26	00:00:25.571	180.000
06/15/2022 13:23:26	00:00:25.673	180.000
06/15/2022 13:23:27	00:00:25.781	180.000
06/15/2022 13:23:27	00:00:25.882	180.000
06/15/2022 13:23:27	00:00:25.982	180.000
06/15/2022 13:23:27	00:00:26.084	180.000
06/15/2022 13:23:27	00:00:26.184	180.000
06/15/2022 13:23:27	00:00:26.284	180.000
06/15/2022 13:23:27	00:00:26.384	180.000
06/15/2022 13:23:27	00:00:26.486	180.000
06/15/2022 13:23:27	00:00:26.588	180.000
06/15/2022 13:23:27	00:00:26.690	180.000
06/15/2022 13:23:28	00:00:26.793	180.000
06/15/2022 13:23:28	00:00:26.895	180.000
06/15/2022 13:23:28	00:00:26.997	180.000
06/15/2022 13:23:28	00:00:27.099	180.000
06/15/2022 13:23:28	00:00:27.200	180.000
06/15/2022 13:23:28	00:00:27.302	180.000
06/15/2022 13:23:28	00:00:27.402	180.000
06/15/2022 13:23:28	00:00:27.502	180.000
06/15/2022 13:23:28	00:00:27.602	180.000
06/15/2022 13:23:28	00:00:27.702	180.000
06/15/2022 13:23:29	00:00:27.802	180.000
06/15/2022 13:23:29	00:00:27.902	180.000
06/15/2022 13:23:29	00:00:28.004	180.000
06/15/2022 13:23:29	00:00:28.108	180.000
06/15/2022 13:23:29	00:00:28.211	180.000
06/15/2022 13:23:29	00:00:28.313	180.000
06/15/2022 13:23:29	00:00:28.415	180.000
06/15/2022 13:23:29	00:00:28.517	180.000
06/15/2022 13:23:29	00:00:28.618	180.000
06/15/2022 13:23:29	00:00:28.718	180.000
06/15/2022 13:23:30	00:00:28.818	180.000
06/15/2022 13:23:30	00:00:28.918	180.000
06/15/2022 13:23:30	00:00:29.018	180.000
06/15/2022 13:23:30	00:00:29.120	180.000
06/15/2022 13:23:30	00:00:29.220	180.000
06/15/2022 13:23:30	00:00:29.322	180.000
06/15/2022 13:23:30	00:00:29.424	180.000
06/15/2022 13:23:30	00:00:29.526	180.000
06/15/2022 13:23:30	00:00:29.629	180.000
06/15/2022 13:23:30	00:00:29.731	180.000
06/15/2022 13:23:31	00:00:29.833	180.000
06/15/2022 13:23:31	00:00:29.935	180.000
06/15/2022 13:23:31	00:00:30.037	180.000
06/15/2022 13:23:31	00:00:30.138	180.000
06/15/2022 13:23:31	00:00:30.240	180.000
06/15/2022 13:23:31	00:00:30.340	180.000
06/15/2022 13:23:31	00:00:30.440	180.000
06/15/2022 13:23:31	00:00:30.542	180.000
06/15/2022 13:23:31	00:00:30.642	180.000
06/15/2022 13:23:31	00:00:30.744	180.000
06/15/2022 13:23:32	00:00:30.846	180.000
06/15/2022 13:23:32	00:00:30.948	180.000
06/15/2022 13:23:32	00:00:31.051	180.000
06/15/2022 13:23:32	00:00:31.153	180.000
06/15/2022 13:23:32	00:00:31.255	180.000
06/15/2022 13:23:32	00:00:31.357	180.000
06/15/2022 13:23:32	00:00:31.458	180.000
06/15/2022 13:23:32	00:00:31.558	180.000
06/15/2022 13:23:32	00:00:31.658	180.000
06/15/2022 13:23:32	00:00:31.758	180.000
06/15/2022 13:23:33	00:00:31.858	180.000
06/15/2022 13:23:33	00:00:31.958	180.000
06/15/2022 13:23:33	00:00:32.060	180.000
06/15/2022 13:23:33	00:00:32.162	180.000
06/15/2022 13:23:33	00:00:32.264	180.000
06/15/2022 13:23:33	00:00:32.366	180.000
06/15/2022 13:23:33	00:00:32.469	180.000
06/15/2022 13:23:33	00:00:32.571	180.000
06/15/2022 13:23:33	00:00:32.673	180.000
06/15/2022 13:23:33	00:00:32.775	180.000
06/15/2022 13:23:35	00:00:32.876	180.000
06/15/2022 13:23:35	00:00:32.977	180.000
06/15/2022 13:23:35	00:00:33.078	180.000
06/15/2022 13:23:35	00:00:33.178	180.000
06/15/2022 13:23:35	00:00:33.278	180.000
06/15/2022 13:23:35	00:00:33.378	180.000
06/15/2022 13:23:35	00:00:33.480	180.000
06/15/2022 13:23:35	00:00:33.582	180.000
06/15/2022 13:23:35	00:00:33.684	180.000
06/15/2022 13:23:35	00:00:33.776	180.000
06/15/2022 13:23:35	00:00:33.800	180.000
06/15/2022 13:23:35	00:00:33.814	180.000
06/15/2022 13:23:35	00:00:33.831	180.000
06/15/2022 13:23:35	00:00:33.849	180.000
06/15/2022 13:23:35	00:00:33.875	180.000
06/15/2022 13:23:35	00:00:33.897	180.000
06/15/2022 13:23:35	00:00:33.921	180.000
06/15/2022 13:23:35	00:00:33.947	180.000
06/15/2022 13:23:35	00:00:33.975	180.000
06/15/2022 13:23:35	00:00:34.006	180.000
06/15/2022 13:23:35	00:00:34.038	180.000
06/15/2022 13:23:35	00:00:34.073	180.000
06/15/2022 13:23:35	00:00:34.109	180.000
06/15/2022 13:23:35	00:00:34.146	180.000
06/15/2022 13:23:35	00:00:34.156	180.000
06/15/2022 13:23:35	00:00:34.178	180.000
06/15/2022 13:23:35	00:00:34.192	180.000
06/15/2022 13:23:35	00:00:34.208	180.000
06/15/2022 13:23:35	00:00:34.226	180.000
06/15/2022 13:23:35	00:00:34.252	180.000
06/15/2022 13:23:35	00:00:34.270	180.000
06/15/2022 13:23:35	00:00:34.282	180.000
06/15/2022 13:23:35	00:00:34.296	180.000
06/15/2022 13:23:35	00:00:34.312	180.000
06/15/2022 13:23:35	00:00:34.330	180.000
06/15/2022 13:23:35	00:00:34.350	180.000
06/15/2022 13:23:35	00:00:34.374	180.000
06/15/2022 13:23:35	00:00:34.399	180.000
06/15/2022 13:23:35	00:00:34.424	180.000
06/15/2022 13:23:35	00:00:34.452	180.000
06/15/2022 13:23:35	00:00:34.482	180.000
06/15/2022 13:23:35	00:00:34.514	180.000
06/15/2022 13:23:35	00:00:34.548	180.000
06/15/2022 13:23:35	00:00:34.584	180.000
06/15/2022 13:23:35	00:00:34.622	180.000
06/15/2022 13:23:35	00:00:34.662	180.000
06/15/2022 13:23:35	00:00:34.704	180.000
06/15/2022 13:23:35	00:00:34.748	180.000
06/15/2022 13:23:35	00:00:34.794	180.000
06/15/2022 13:23:36	00:00:34.848	180.000
06/15/2022 13:23:36	00:00:34.898	180.000
06/15/2022 13:23:36	00:00:34.952	180.000
06/15/2022 13:23:36	00:00:35.006	180.000
06/15/2022 13:23:36	00:00:35.062	180.000
06/15/2022 13:23:36	00:00:35.120	180.000
06/15/2022 13:23:36	00:00:35.180	180.000
06/15/2022 13:23:36	00:00:35.248	180.000
06/15/2022 13:23:36	00:00:35.313	180.000
06/15/2022 13:23:36	00:00:35.379	180.000
06/15/2022 13:23:36	00:00:35.447	180.000
06/15/2022 13:23:36	00:00:35.517	180.000
06/15/2022 13:23:36	00:00:35.589	180.000
06/15/2022 13:23:36	00:00:35.663	180.000
06/15/2022 13:23:36	00:00:35.739	180.000
06/15/2022 13:23:37	00:00:35.816	180.000
06/15/2022 13:23:37	00:00:35.896	180.000
06/15/2022 13:23:37	00:00:35.978	180.000
06/15/2022 13:23:37	00:00:36.062	180.000
06/15/2022 13:23:37	00:00:36.148	180.000
06/15/2022 13:23:37	00:00:36.236	180.000
06/15/2022 13:23:37	00:00:36.326	180.000
06/15/2022 13:23:37	00:00:36.419	180.000
06/15/2022 13:23:37	00:00:36.514	180.000
06/15/2022 13:23:37	00:00:36.610	180.000
06/15/2022 13:23:37	00:00:36.709	180.000
06/15/2022 13:23:37	00:00:36.809	180.000
06/15/2022 13:23:38	00:00:36.911	180.000
06/15/2022 13:23:38	00:00:37.013	180.000
06/15/2022 13:23:38	00:00:37.114	180.000
06/15/2022 13:23:38	00:00:37.216	180.000
06/15/2022 13:23:38	00:00:37.318	180.000
06/15/2022 13:23:38	00:00:37.418	180.000
06/15/2022 13:23:38	00:00:37.518	180.000
06/15/2022 13:23:38	00:00:37.620	180.000
06/15/2022 13:23:38	00:00:37.722	180.000
06/15/2022 13:23:39	00:00:37.824	180.000
06/15/2022 13:23:39	00:00:37.926	180.000
06/15/2022 13:23:39	00:00:38.028	180.000
06/15/2022 13:23:39	00:00:38.131	180.000
06/15/2022 13:23:39	00:00:38.233	180.000
06/15/2022 13:23:39	00:00:38.335	180.000
06/15/2022 13:23:39	00:00:38.436	180.000
06/15/2022 13:23:39	00:00:38.536	180.000
06/15/2022 13:23:39	00:00:38.636	180.000
06/15/2022 13:23:39	00:00:38.738	180.000
06/15/2022 13:23:40	00:00:38.838	180.000
06/15/2022 13:23:40	00:00:38.938	180.000
06/15/2022 13:23:40	00:00:39.040	180.000
06/15/2022 13:23:40	00:00:39.142	180.000
06/15/2022 13:23:40	00:00:39.244	180.000
06/15/2022 13:23:40	00:00:39.346	180.000
06/15/2022 13:23:40	00:00:39.448	180.000
06/15/2022 13:23:40	00:00:39.551	180.000
06/15/2022 13:23:40	00:00:39.653	180.000
06/15/2022 13:23:40	00:00:39.754	180.000
06/15/2022 13:23:41	00:00:39.854	180.000
06/15/2022 13:23:41	00:00:39.956	180.000
06/15/2022 13:23:41	00:00:40.056	180.000
06/15/2022 13:23:41	00:00:40.156	180.000
06/15/2022 13:23:41	00:00:40.256	180.000
06/15/2022 13:23:41	00:00:40.356	180.000
06/15/2022 13:23:41	00:00:40.458	180.000
06/15/2022 13:23:41	00:00:40.560	180.000
06/15/2022 13:23:41	00:00:40.662	180.000
06/15/2022 13:23:41	00:00:40.764	180.000
06/15/2022 13:23:42	00:00:40.866	180.000
06/15/2022 13:23:42	00:00:40.969	180.000
06/15/2022 13:23:42	00:00:41.071	180.000
06/15/2022 13:23:42	00:00:41.173	180.000
06/15/2022 13:23:42	00:00:41.274	180.000
06/15/2022 13:23:42	00:00:41.374	180.000
06/15/2022 13:23:42	00:00:41.476	180.000
06/15/2022 13:23:42	00:00:41.576	180.000
06/15/2022 13:23:42	00:00:41.676	180.000
06/15/2022 13:23:42	00:00:41.778	180.000
06/15/2022 13:23:43	00:00:41.880	180.000
06/15/2022 13:23:43	00:00:41.982	180.000
06/15/2022 13:23:43	00:00:42.084	180.000
06/15/2022 13:23:43	00:00:42.186	180.000
06/15/2022 13:23:43	00:00:42.289	180.000
06/15/2022 13:23:43	00:00:42.391	180.000
